         117336475 function calls (112314412 primitive calls) in 611.955 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      656    0.011    0.000    0.078    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:581(glob)
    90976    0.078    0.000    0.078    0.000 {built-in method itemFromIndex}
     1926    0.007    0.000    0.078    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:44(__getitem__)
        1    0.000    0.000    0.076    0.076 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:40(new_close_event)
    97847    0.076    0.000    0.076    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.076    0.076 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1000(change_active_installation)
     5247    0.012    0.000    0.075    0.000 {built-in method builtins.next}
    52811    0.075    0.000    0.075    0.000 {method 'pop' of 'dict' objects}
      110    0.002    0.000    0.075    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\talktable.py:50(string)
     1634    0.034    0.000    0.074    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:463(flags)
    18156    0.011    0.000    0.074    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:94(cached_normpath)
      420    0.073    0.000    0.073    0.000 {built-in method scaled}
    64940    0.071    0.000    0.071    0.000 {method 'add' of 'set' objects}
        1    0.001    0.001    0.070    0.070 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\tpc.py:1(<module>)
        3    0.000    0.000    0.069    0.023 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\process.py:110(start)
    64/55    0.000    0.000    0.069    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
     2656    0.038    0.000    0.068    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_additional_thread_info_regular.py:219(set_additional_thread_info)
     1514    0.009    0.000    0.068    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:133(appendRow)
      997    0.013    0.000    0.068    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\dlg\io\gff.py:164(construct_link)
     1325    0.016    0.000    0.067    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1594(findCaller)
        2    0.066    0.033    0.066    0.033 {built-in method resizeDocks}
     2654    0.006    0.000    0.066    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:428(notify_all)
    32014    0.064    0.000    0.064    0.000 {method '__enter__' of '_thread.lock' objects}
     1368    0.015    0.000    0.064    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:959(getsourcefile)
        1    0.001    0.001    0.063    0.063 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\Image.py:1(<module>)
     2291    0.063    0.000    0.063    0.000 {built-in method name}
        4    0.000    0.000    0.063    0.016 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:240(saves)
        1    0.000    0.000    0.063    0.063 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:246(_load_saves)
     1327    0.027    0.000    0.063    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\_base.py:537(set_result)
     2520    0.063    0.000    0.063    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\language.py:166(get_encoding)
     1421    0.019    0.000    0.063    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\stream.py:24(read_locstring)
      294    0.018    0.000    0.061    0.000 {function DLGTreeView.mouseMoveEvent at 0x00000176D7725790}
     1327    0.006    0.000    0.060    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:620(set)
        4    0.000    0.000    0.060    0.015 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1490(<lambda>)
        2    0.001    0.000    0.059    0.030 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\process.py:142(join)
        2    0.000    0.000    0.059    0.030 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:749(_adjust_process_count)
        2    0.000    0.000    0.059    0.029 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:772(_spawn_process)
        1    0.003    0.003    0.059    0.059 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1499(refresh_core_list)
     2394    0.056    0.000    0.058    0.000 {built-in method _winapi.PeekNamedPipe}
        1    0.006    0.006    0.058    0.058 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\editors\dlg.py:15(setupUi)
     4926    0.044    0.000    0.057    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\uuid.py:142(__init__)
   147498    0.057    0.000    0.057    0.000 {method 'startswith' of 'str' objects}
     2398    0.051    0.000    0.056    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
    90984    0.056    0.000    0.056    0.000 {built-in method sourceModel}
     2214    0.004    0.000    0.056    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:113(is_copy)
     2919    0.013    0.000    0.056    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:438(empty)
     4155    0.018    0.000    0.055    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:648(get_current_thread_id)
        3    0.000    0.000    0.055    0.018 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\twoda\twoda_auto.py:65(read_2da)
     5292    0.055    0.000    0.055    0.000 {built-in method time.strftime}
     6411    0.054    0.000    0.054    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:36(py_db)
      998    0.005    0.000    0.054    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\dlg\links.py:95(__init__)
     6617    0.007    0.000    0.054    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:683(formatMessage)
     6909    0.016    0.000    0.053    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:83(index)
        3    0.000    0.000    0.053    0.018 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\context.py:334(_Popen)
      309    0.001    0.000    0.053    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_process_net_command_json.py:295(on_threads_request)
       74    0.002    0.000    0.053    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\html_delegate.py:59(createTextDocument)
        1    0.000    0.000    0.053    0.053 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\editor.py:188(<lambda>)
    16920    0.053    0.000    0.053    0.000 {method 'remove' of 'collections.deque' objects}
     2396    0.010    0.000    0.053    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:1010(_exhaustive_wait)
      309    0.001    0.000    0.052    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_api.py:173(list_threads)
     7736    0.018    0.000    0.052    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_is_thread_alive.py:14(is_thread_alive)
    69752    0.052    0.000    0.052    0.000 {built-in method maximum}
   133947    0.051    0.000    0.051    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:426(__str__)
      309    0.012    0.000    0.051    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_net_command_factory_json.py:167(make_list_threads_message)
   110396    0.050    0.000    0.050    0.000 {method 'seek' of '_io.BytesIO' objects}
       74    0.049    0.001    0.049    0.001 {built-in method setHtml}
        4    0.001    0.000    0.049    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1427(check_dict)
       32    0.025    0.001    0.049    0.002 {built-in method builtins.sorted}
       10    0.048    0.005    0.048    0.005 {built-in method setClearButtonEnabled}
    89861    0.048    0.000    0.048    0.000 {method 'rstrip' of 'str' objects}
     3137    0.017    0.000    0.047    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:57(__init__)
     6617    0.007    0.000    0.047    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:470(format)
    77587    0.046    0.000    0.046    0.000 {method 'index' of 'str' objects}
    16920    0.032    0.000    0.046    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:312(_release_save)
     2650    0.009    0.000    0.046    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:197(_is_internal_frame)
        1    0.000    0.000    0.045    0.045 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:84(__init__)
    72691    0.045    0.000    0.045    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:1156(__new__)
        1    0.000    0.000    0.045    0.045 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\media_player_widget.py:17(__init__)
        5    0.044    0.009    0.044    0.009 {built-in method currentData}
     1327    0.021    0.000    0.044    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:869(__init__)
     1328    0.027    0.000    0.044    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:629(_get_or_compute_thread_id_with_lock)
     2650    0.024    0.000    0.044    0.000 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\loggerplus\__init__.py:69(logging_context)
        1    0.000    0.000    0.044    0.044 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\media_player_widget.py:28(_setup_media_player)
     9227    0.026    0.000    0.044    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:554(read_single)
       61    0.002    0.000    0.043    0.001 <frozen importlib._bootstrap>:1240(_find_spec)
     2919    0.021    0.000    0.043    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\queue.py:115(empty)
     1325    0.006    0.000    0.042    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\contextlib.py:136(__enter__)
   116243    0.041    0.000    0.042    0.000 {built-in method builtins.setattr}
     6617    0.027    0.000    0.042    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:391(getMessage)
    53626    0.042    0.000    0.042    0.000 {method '__exit__' of '_thread.lock' objects}
     1325    0.013    0.000    0.042    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:601(__init__)
     1327    0.013    0.000    0.042    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:472(acquire)
      256    0.006    0.000    0.042    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:819(set_item_future_expand)
       62    0.007    0.000    0.041    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\html_delegate.py:70(draw_badge)
     1327    0.008    0.000    0.041    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1171(disable_tracing)
     2398    0.040    0.000    0.040    0.000 {built-in method _winapi.WaitForMultipleObjects}
        4    0.040    0.010    0.040    0.010 {built-in method sortByColumn}
     1634    0.012    0.000    0.040    0.000 {function DLGStandardItemModel.flags at 0x00000176D76D7110}
       16    0.040    0.002    0.040    0.002 {built-in method findText}
        6    0.005    0.001    0.040    0.007 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:22(__init__)
        1    0.000    0.000    0.040    0.040 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\dlg\io\gff.py:551(read_dlg)
        1    0.002    0.002    0.040    0.040 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\dlg\io\gff.py:30(construct_dlg)
    13713    0.027    0.000    0.040    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:1767(add)
        3    0.004    0.001    0.040    0.013 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\twoda\io_twoda.py:37(load)
       12    0.001    0.000    0.040    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:1000(getmodule)
   166583    0.039    0.000    0.039    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:150(identifier)
     6617    0.039    0.000    0.039    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:463(_format)
        1    0.000    0.000    0.039    0.039 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\widgets\texture_list.py:1(<module>)
       32    0.027    0.001    0.039    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\edit\spinbox.py:16(__init__)
        1    0.039    0.039    0.039    0.039 {built-in method thread}
     1325    0.021    0.000    0.039    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:127(__init__)
     1328    0.009    0.000    0.039    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_additional_thread_info_regular.py:313(remove_additional_info)
        1    0.000    0.000    0.039    0.039 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\editor.py:1953(closeEvent)
       61    0.000    0.000    0.038    0.001 <frozen importlib._bootstrap_external>:1551(find_spec)
        2    0.024    0.012    0.038    0.019 {built-in method close}
   150971    0.038    0.000    0.038    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:154(resname)
      103    0.004    0.000    0.038    0.000 {built-in method builtins.__build_class__}
      151    0.003    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
     2656    0.015    0.000    0.038    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\_debug_adapter\pydevd_schema.py:15278(to_dict)
      943    0.003    0.000    0.038    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\settings.py:46(getter)
     3991    0.026    0.000    0.037    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:281(__init__)
    18504    0.027    0.000    0.037    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:825(set_uint8)
     1413    0.019    0.000    0.037    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\adapters\itemmodels\filters.py:67(eventFilter)
       61    0.001    0.000    0.036    0.001 <frozen importlib._bootstrap_external>:1522(_get_spec)
        1    0.000    0.000    0.036    0.036 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:970(on_override_changed)
   163645    0.036    0.000    0.036    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:298(root)
    13028    0.007    0.000    0.036    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:100(cached_splitdrive)
        1    0.001    0.001    0.036    0.036 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\editor.py:683(setup_left_dock_widget)
        7    0.036    0.005    0.036    0.005 {connectSlotsByName}
   134981    0.036    0.000    0.036    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:420(__hash__)
      154    0.001    0.000    0.035    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:865(_find_resource_folderpath)
        3    0.035    0.012    0.035    0.012 {built-in method setDuration}
        2    0.000    0.000    0.035    0.017 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\editor.py:1182(_load_dlg)
     7736    0.035    0.000    0.035    0.000 {method 'is_done' of '_thread._ThreadHandle' objects}
       14    0.000    0.000    0.035    0.002 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:60(_fix_drawer_button)
        1    0.000    0.000    0.034    0.034 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:691(on_module_reload)
      656    0.002    0.000    0.034    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:315(anchor)
     2650    0.007    0.000    0.034    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:458(validate)
     6617    0.009    0.000    0.034    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:677(usesTime)
     1856    0.011    0.000    0.034    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:760(read_terminated_string)
     2217    0.008    0.000    0.033    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\talktable.py:41(__init__)
      146    0.000    0.000    0.033    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:719(module_path)
     1327    0.022    0.000    0.033    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_sys_monitoring\_pydevd_sys_monitoring.py:1801(stop_monitoring)
    67088    0.033    0.000    0.033    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:391(__init__)
     5310    0.007    0.000    0.032    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:481(__enter__)
     1353    0.004    0.000    0.032    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:254(basename)
       47    0.009    0.000    0.032    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:368(wheelEvent)
       10    0.032    0.003    0.032    0.003 {built-in method setEditable}
     1149    0.022    0.000    0.032    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\widgets\progressbar.py:23(update_animation)
      951    0.031    0.000    0.032    0.000 {built-in method value}
       26    0.000    0.000    0.032    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\widgets\combobox.py:214(lineEdit)
     1306    0.031    0.000    0.031    0.000 {built-in method nt._path_exists}
      379    0.015    0.000    0.031    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
     2792    0.028    0.000    0.031    0.000 {method 'close' of '_io.BufferedReader' objects}
       26    0.030    0.001    0.030    0.001 {function FilterComboBox.lineEdit at 0x00000176FC313D10}
    23622    0.030    0.000    0.030    0.000 {built-in method time.monotonic}
    67406    0.030    0.000    0.030    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:453(unpack)
      686    0.009    0.000    0.030    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:259(__eq__)
        1    0.029    0.029    0.030    0.030 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:142(_add_help_action)
        5    0.002    0.000    0.029    0.006 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:26(__init__)
        2    0.009    0.005    0.029    0.015 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:475(get_relevant_resources)
     1570    0.029    0.000    0.029    0.000 {fromImage}
     2215    0.008    0.000    0.029    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:174(get_text_size)
     8167    0.019    0.000    0.029    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\model.py:106(model)
    31915    0.017    0.000    0.029    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:449(lower_resname)
        1    0.000    0.000    0.029    0.029 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\functools.py:930(wrapper)
        1    0.000    0.000    0.029    0.029 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:89(_)
        1    0.000    0.000    0.028    0.028 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:128(_open_resource_editor_impl)
      117    0.000    0.000    0.028    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\re\__init__.py:330(_compile)
     1353    0.018    0.000    0.028    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:222(split)
        1    0.000    0.000    0.028    0.028 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:32(add_window)
    67496    0.028    0.000    0.028    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:29(_get_cached_resource_types)
   163449    0.028    0.000    0.028    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:163(restype)
       10    0.000    0.000    0.028    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\re\_compiler.py:743(compile)
     4618    0.011    0.000    0.028    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:126(__eq__)
        1    0.004    0.004    0.027    0.027 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:103(_get_chitin_data)
     6806    0.019    0.000    0.027    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:1429(current_thread)
     6537    0.008    0.000    0.027    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:193(__eq__)
      656    0.006    0.000    0.026    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:662(_glob_selector)
     2828    0.010    0.000    0.026    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:631(clear)
      169    0.001    0.000    0.026    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:426(joinpath)
    19895    0.026    0.000    0.026    0.000 {method 'append' of 'collections.deque' objects}
      147    0.000    0.000    0.026    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:529(open)
       10    0.000    0.000    0.026    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\re\_compiler.py:576(_code)
        1    0.000    0.000    0.026    0.026 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\ExifTags.py:1(<module>)
        3    0.000    0.000    0.026    0.009 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_monkey.py:675(patch_arg_str_win)
    20/10    0.025    0.001    0.026    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\re\_compiler.py:37(_compile)
     2404    0.025    0.000    0.025    0.000 {built-in method _winapi.ReadFile}
      262    0.004    0.000    0.025    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\bioware_archive.py:185(set_data)
       28    0.000    0.000    0.025    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\re\__init__.py:183(sub)
    13408    0.025    0.000    0.025    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.025    0.008 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_monkey.py:366(patch_args)
     6617    0.013    0.000    0.024    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:455(usesTime)
        5    0.000    0.000    0.024    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:253(_patch_erf)
        1    0.000    0.000    0.024    0.024 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:996(on_textures_changed)
        1    0.000    0.000    0.024    0.024 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:695(_load_patch_erf)
        1    0.013    0.013    0.024    0.024 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:713(set_resources)
      281    0.002    0.000    0.024    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1553(sort_algo)
      192    0.000    0.000    0.024    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:98(close)
     5474    0.014    0.000    0.024    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:80(isabs)
        1    0.000    0.000    0.024    0.024 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:602(set_installation)
        1    0.002    0.002    0.024    0.024 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\dlg\editor.py:2324(setup_extra_tooltip_mode)
